,id,title,abstract,keyphrases,prmu,true,preds
744,1186,Implementing: it's all about processes,looks at how the key to successful technology deployment can be found in a set of four basic disciplines,"['implementation', 'technology deployment', 'incremental targets', 'third-party integration', 'vendor-supplied hardware integration services', 'vendor-supplied software integration services', 'manufacturers']","['P', 'P', 'U', 'U', 'U', 'U', 'U']","['implementation', 'technology deployment', 'incremental target', 'third - party integration', 'vendor - supply hardware integration service', 'vendor - supply software integration service', 'manufacturer']","['successful technology deployment', 'look', 'key', 'set']"
745,102,Harmless delays in Cohen-Grossberg neural networks,"without assuming monotonicity and differentiability of the activation functions and any symmetry of interconnections, we establish some sufficient conditions for the globally asymptotic stability of a unique equilibrium for the cohen-grossberg (1983) neural network with multiple delays. lyapunov functionals and functions combined with the razumikhin technique are employed. the criteria are all independent of the magnitudes of the delays, and thus the delays under these conditions are harmless","['harmless delays', 'cohen-grossberg neural networks', 'monotonicity', 'differentiability', 'activation functions', 'interconnections', 'globally asymptotic stability', 'multiple delays', 'lyapunov functionals', 'razumikhin technique']","['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P']","['harmless delay', 'cohen - grossberg neural network', 'monotonicity', 'differentiability', 'activation function', 'interconnection', 'globally asymptotic stability', 'multiple delay', 'lyapunov functional', 'razumikhin technique']","['lyapunov functional', 'asymptotic stability', 'neural network', 'multiple delay', 'unique equilibrium', 'cohen', 'delay', 'activation function', 'differentiability', 'grossberg']"
746,941,Option pricing formulas based on a non-Gaussian stock price model,"options are financial instruments that depend on the underlying stock. we explain their non-gaussian fluctuations using the nonextensive thermodynamics parameter q. a generalized form of the black-scholes (bs) partial differential equation (1973) and some closed-form solutions are obtained. the standard bs equation (q = 1) which is used by economists to calculate option prices requires multiple values of the stock volatility (known as the volatility smile). using q = 1.5 which well models the empirical distribution of returns, we get a good description of option prices using a single volatility","['option pricing formulas', 'financial instruments', 'nonextensive thermodynamics parameter', 'closed-form solutions', 'stock volatility', 'volatility smile', 'empirical distribution', 'nongaussian stock price model', 'black-scholes partial differential equation']","['P', 'P', 'P', 'P', 'P', 'P', 'P', 'M', 'R']","['option pricing formula', 'financial instrument', 'nonextensive thermodynamic parameter', 'close - form solution', 'stock volatility', 'volatility smile', 'empirical distribution', 'nongaussian stock price model', 'black - schole partial differential equation']","['stock volatility', 'nonextensive thermodynamic parameter', 'gaussian fluctuation', 'volatility smile', 'option price', 'empirical distribution', 'standard bs equation', 'underlie stock', 'partial differential equation', 'schole']"
747,904,Modeling and simulation of adaptive available bit rate voice over asynchronous transfer mode networks,"this article presents a modeling and simulation methodology to analyze the performance of voice quality when sent over the available bit rate service in asynchronous transfer mode networks. sources can modify the rate at which they send traffic to the network based on the feedback carried in the resource management cells. this is achieved by changing the encoding level. as the contention increases to network resources-bandwidth in this case-sources start reducing the rate at which they generate and send traffic. the efficiency of the scheme under different scheduling/drop policies and other operating conditions and environments is evaluated using simulation modeling. furthermore, sensitivity analysis is applied to different parameters, such as queue size and averaging interval length, to investigate their impact on the performance metrics. results show that limiting the load to 41% of the link capacity results in an acceptable quality","['modeling', 'simulation', 'adaptive available bit rate voice', 'voice quality', 'traffic', 'feedback', 'resource management cells', 'encoding level', 'scheduling/drop policies', 'queue size', 'averaging interval length', 'performance metrics', 'link capacity', 'performance analysis', 'bandwidth contention', 'atm networks']","['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'R', 'M', 'M']","['model', 'simulation', 'adaptive available bit rate voice', 'voice quality', 'traffic', 'feedback', 'resource management cell', 'encode level', 'scheduling / drop policy', 'queue size', 'average interval length', 'performance metric', 'link capacity', 'performance analysis', 'bandwidth contention', 'atm network']","['asynchronous transfer mode network', 'voice quality', 'available bit rate service', 'bandwidth', 'network resource', 'queue size', 'contention increase', 'send traffic', 'link capacity', 'performance metric']"
748,596,Copyright management in the digital age,"listening to and buying music online is becoming increasingly popular with consumers. so much so that merrill lynch forecasts the value of the online music market will explode from $8 million in 2001 to $1,409 million in 2005. but online delivery is not without problems; the issue of copyright management in particular has become a serious thorn in the side for digital content creators. martin brass, ex- music producer and senior industry consultant at syntegra, explains","['digital age', 'digital content creators', 'online music delivery', 'music industry', 'internet', 'napster']","['P', 'P', 'R', 'R', 'U', 'U']","['digital age', 'digital content creator', 'online music delivery', 'music industry', 'internet', 'napster']","['online music market', 'digital content creator', 'buy music', 'music producer', 'copyright management', 'merrill lynch forecast', 'martin brass', 'industry consultant', 'online delivery', 'value']"
749,1287,On average depth of decision trees implementing Boolean functions,"the article considers the representation of boolean functions in the form of decision trees. it presents the bounds on average time complexity of decision trees for all classes of boolean functions that are closed over substitution, and the insertion and deletion of unessential variables. the obtained results are compared with the results developed by m.ju. moshkov (1995) that describe the worst case time complexity of decision trees","['average depth', 'decision trees', 'boolean functions', 'average time complexity', 'worst case time complexity']","['P', 'P', 'P', 'P', 'P']","['average depth', 'decision tree', 'boolean function', 'average time complexity', 'bad case time complexity']","['bad case time complexity', 'average time complexity', 'boolean function', 'decision tree', 'unessential variable', 'bound', 'article consider', 'substitution', 'insertion', 'class']"
750,697,Schedulability analysis of real-time traffic in WorldFIP networks: an integrated approach,"the worldfip protocol is one of the profiles that constitute the european fieldbus standard en-50170. it is particularly well suited to be used in distributed computer-controlled systems where a set of process variables must be shared among network devices. to cope with the real-time requirements of such systems, the protocol provides communication services based on the exchange of periodic and aperiodic identified variables. the periodic exchanges have the highest priority and are executed at run time according to a cyclic schedule. therefore, the respective schedulability can be determined at pre-run-time when building the schedule table. concerning the aperiodic exchanges, the situation is different since their priority is lower and they are bandied according to a first-come-first-served policy. in this paper, a response-time-based schedulability analysis for the real-time traffic is presented. such analysis considers both types of traffic in an integrated way, according to their priorities. furthermore, a fixed-priorities-based policy is also used to schedule the periodic traffic. the proposed analysis represents an improvement relative to previous work and it can be evaluated online as part of a traffic online admission control. this feature is of particular importance when a planning scheduler is used, instead of the typical offline static scheduler, to allow online changes to the set of periodic process variables","['worldfip networks', 'distributed computer-controlled systems', 'communication services', 'aperiodic exchanges', 'first-come-first-served policy', 'traffic online admission control', 'periodic process variables', 'en-50170 european fieldbus standard', 'real-time traffic schedulability analysis', 'real-time communication', 'scheduling algorithms', 'response time']","['P', 'P', 'P', 'P', 'P', 'P', 'P', 'R', 'R', 'R', 'M', 'M']","['worldfip network', 'distribute computer - control system', 'communication service', 'aperiodic exchange', 'first - come - first - serve policy', 'traffic online admission control', 'periodic process variable', 'en-50170 european fieldbus standard', 'real - time traffic schedulability analysis', 'real - time communication', 'scheduling algorithm', 'response time']","['typical offline static scheduler', 'protocol provide communication service base', 'traffic online admission control', 'plan scheduler', 'worldfip protocol', 'respective schedulability', 'base schedulability analysis', 'cyclic schedule', 'schedule table', 'schedule']"
751,1301,Integrate-and-fire neurons driven by correlated stochastic input,"neurons are sensitive to correlations among synaptic inputs. however, analytical models that explicitly include correlations are hard to solve analytically, so their influence on a neuron's response has been difficult to ascertain. to gain some intuition on this problem, we studied the firing times of two simple integrate-and-fire model neurons driven by a correlated binary variable that represents the total input current. analytic expressions were obtained for the average firing rate and coefficient of variation (a measure of spike-train variability) as functions of the mean, variance, and correlation time of the stochastic input. the results of computer simulations were in excellent agreement with these expressions. in these models, an increase in correlation time in general produces an increase in both the average firing rate and the variability of the output spike trains. however, the magnitude of the changes depends differentially on the relative values of the input mean and variance: the increase in firing rate is higher when the variance is large relative to the mean, whereas the increase in variability is higher when the variance is relatively small. in addition, the firing rate always tends to a finite limit value as the correlation time increases toward infinity, whereas the coefficient of variation typically diverges. these results suggest that temporal correlations may play a major role in determining the variability as well as the intensity of neuronal spike trains","['integrate-and-fire neurons', 'correlated stochastic input', 'firing times', 'correlated binary variable', 'coefficient of variation', 'spike-train variability', 'computer simulation', 'output spike trains', 'temporal correlations', 'synaptic input correlations']","['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'R']","['integrate - and - fire neuron', 'correlate stochastic input', 'fire time', 'correlate binary variable', 'coefficient of variation', 'spike - train variability', 'computer simulation', 'output spike train', 'temporal correlation', 'synaptic input correlation']","['fire model neuron drive', 'correlation time increase', 'temporal correlation', 'synaptic input', 'correlate binary variable', 'output spike train', 'correlation time', 'stochastic input', 'train variability', 'fire time']"
752,1344,Restoration of archival documents using a wavelet technique,"this paper addresses a problem of restoring handwritten archival documents by recovering their contents from the interfering handwriting on the reverse side caused by the seeping of ink. we present a novel method that works by first matching both sides of a document such that the interfering strokes are mapped with the corresponding strokes originating from the reverse side. this facilitates the identification of the foreground and interfering strokes. a wavelet reconstruction process then iteratively enhances the foreground strokes and smears the interfering strokes so as to strengthen the discriminating capability of an improved canny edge detector against the interfering strokes. the method has been shown to restore the documents effectively with average precision and recall rates for foreground text extraction at 84 percent and 96 percent, respectively","['wavelet technique', 'handwritten archival documents', 'wavelet reconstruction process', 'canny edge detector', 'archival documents restoration', 'ink seepage', 'iterative stroke enhancement']","['P', 'P', 'P', 'P', 'R', 'M', 'R']","['wavelet technique', 'handwritten archival document', 'wavelet reconstruction process', 'canny edge detector', 'archival document restoration', 'ink seepage', 'iterative stroke enhancement']","['restore handwritten archival document', 'foreground text extraction', 'interfere handwriting', 'improve canny edge detector', 'wavelet reconstruction process', 'foreground stroke', 'interfere stroke', 'ink', 'paper address', 'document such']"
753,711,On bivariate dependence and the convex order,"we investigate the interplay between variability (in the sense of the convex order) and dependence in a bivariate framework, extending some previous results in this area. we exploit the fact that discrete uniform distributions are dense in the space of probability measures in the topology of weak convergence to prove our central result. we also obtain a partial result in the general multivariate case. our findings can be interpreted in terms of the impact of component variability on the mean life of correlated serial and parallel systems","['bivariate dependence', 'convex order', 'discrete uniform distributions', 'probability measures', 'topology', 'weak convergence', 'component variability', 'mean life', 'parallel systems', 'serial systems', 'bivariate probability distributions']","['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'R', 'R']","['bivariate dependence', 'convex order', 'discrete uniform distribution', 'probability measure', 'topology', 'weak convergence', 'component variability', 'mean life', 'parallel system', 'serial system', 'bivariate probability distribution']","['correlate serial', 'component variability', 'discrete uniform distribution', 'general multivariate', 'variability', 'bivariate framework', 'weak convergence', 'probability measure', 'dependence', 'convex order']"
754,754,Record makers [UK health records],plans for a massive cradle-to-grave electronic records project have been revealed by the government. is the scheme really viable?,"['uk health records', 'electronic records project', 'integrated care records services', 'health care', 'social care']","['P', 'P', 'M', 'M', 'U']","['uk health record', 'electronic record project', 'integrate care record service', 'health care', 'social care']","['grave electronic record project', 'massive cradle', 'plan', 'viable', 'government', 'scheme', 'reveal']"
755,1000,Does classicism explain universality? Arguments against a pure classical component of mind,"one of the hallmarks of human cognition is the capacity to generalize over arbitrary constituents. marcus (cognition 66, p.153; cognitive psychology 37, p. 243, 1998) argued that this capacity, called ""universal generalization"" (universality), is not supported by connectionist models. instead, universality is best explained by classical symbol systems, with connectionism as its implementation. here it is argued that universality is also a problem for classicism in that the syntax-sensitive rules that are supposed to provide causal explanations of mental processes are either too strict, precluding possible generalizations; or too lax, providing no information as to the appropriate alternative. consequently, universality is not explained by a classical theory","['classicism', 'universality', 'classical component of mind', 'human cognition', 'universal generalization', 'connectionist models', 'classical symbol systems', 'syntax-sensitive rules', 'causal explanations', 'mental processes']","['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P']","['classicism', 'universality', 'classical component of mind', 'human cognition', 'universal generalization', 'connectionist model', 'classical symbol system', 'syntax - sensitive rule', 'causal explanation', 'mental process']","['universal generalization', 'cognitive psychology', 'classical symbol system', 'preclude possible generalization', 'human cognition', 'universality', 'provide causal explanation', 'cognition', 'connectionist model', 'generalize']"
756,1045,Using fractional order adjustment rules and fractional order reference models in model-reference adaptive control,"this paper investigates the use of fractional order calculus (foc) in conventional model reference adaptive control (mrac) systems. two modifications to the conventional mrac are presented, i.e., the use of fractional order parameter adjustment rule and the employment of fractional order reference model. through examples, benefits from the use of foc are illustrated together with some remarks for further research","['fractional order adjustment rules', 'fractional order reference models', 'model-reference adaptive control', 'foc', 'mrac', 'fractional calculus']","['P', 'P', 'P', 'P', 'P', 'R']","['fractional order adjustment rule', 'fractional order reference model', 'model - reference adaptive control', 'foc', 'mrac', 'fractional calculus']","['conventional model reference adaptive control', 'fractional order parameter adjustment rule', 'fractional order reference model', 'fractional order calculus', 'conventional mrac', 'mrac', 'system', 'foc', 'modification', 'example']"
757,882,On M/D/1 queue with deterministic server vacations,"we study a single server vacation queue with poisson arrivals, deterministic service of constant duration b (> 0) and deterministic vacations of constant duration d (> 0) and designate this model as m/d/d/1. after completion of each service, the server may take a vacation with probability p or may continue working in the system with probability 1 - p. we obtain time-dependent as well as steady state probability generation functions for the number in the system. for the steady state we obtain explicitly the mean number and the mean waiting time for the system and for the queue. all known results of the m/d/1 queue are derived as a special case. finally, a numerical illustration is discussed","['m/d/1 queue', 'deterministic server vacations', 'poisson arrivals', 'deterministic service', 'deterministic vacations', 'steady state probability generation functions', 'mean number', 'mean waiting time', 'm/d/d/1 model', 'time-dependent probability generation functions']","['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'R', 'R']","['m / d/1 queue', 'deterministic server vacation', 'poisson arrival', 'deterministic service', 'deterministic vacation', 'steady state probability generation function', 'mean number', 'mean wait time', 'm / d / d/1 model', 'time - dependent probability generation function']","['single server vacation queue', 'poisson arrival', 'steady state probability generation function', 'deterministic vacation', 'queue', 'constant duration', 'deterministic service', 'mean wait time', 'vacation', 'steady state']"
758,548,Cool and green [air conditioning],"in these days of global warming, air conditioning engineers need to specify not just for the needs of the occupants, but also to maximise energy efficiency. julian brunnock outlines the key areas to consider for energy efficient air conditioning systems","['air conditioning', 'energy efficiency']","['P', 'P']","['air conditioning', 'energy efficiency']","['maximise energy efficiency', 'air conditioning engineer', 'global warming', 'occupant', 'key area', 'specify', 'consider', 'julian brunnock', 'need']"
759,1158,From powder to perfect parts,gkn sinter metals has increased productivity and quality by automating the powder metal lines that produce its transmission parts,"['gkn sinter metals', 'automating', 'powder metal lines', 'conveyors', 'gentle transfer units', 'robotic systems']","['P', 'P', 'P', 'U', 'U', 'U']","['gkn sinter metal', 'automate', 'powder metal line', 'conveyor', 'gentle transfer unit', 'robotic system']","['gkn sinter metal', 'powder metal line', 'increase productivity', 'quality', 'produce', 'automate']"
760,927,Autonomous detection of crack initiation using surface-mounted piezotransducers,"in this paper we report on the application of an in situ health monitoring system, comprising an array of piezoceramic wafer elements, to the detection of fatigue degradation in metallic specimens exposed to cyclic loading. lamb waves, transmitted through a beam test coupon, are sensed using small surface-mounted piezotransducer elements, and the signals are then autonomously analysed for indications relating to the onset of structural degradation. the experimental results confirm the efficacy of the approach and provide a demonstration of good robustness under realistic loading conditions, emphasizing the great potential for developing an automated in situ structural health monitoring system for application to fatigue-prone operational structures, such as aircraft","['in situ health monitoring', 'piezoceramic wafer elements', 'fatigue degradation', 'metallic specimens', 'cyclic loading', 'lamb waves', 'surface-mounted piezotransducer elements', 'structural degradation', 'robustness', 'loading conditions', 'automated in situ structural health monitoring', 'aircraft', 'fatigue operational structures']","['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'R']","['in situ health monitoring', 'piezoceramic wafer element', 'fatigue degradation', 'metallic specimen', 'cyclic loading', 'lamb wave', 'surface - mount piezotransducer element', 'structural degradation', 'robustness', 'loading condition', 'automate in situ structural health monitoring', 'aircraft', 'fatigue operational structure']","['situ structural health monitoring system', 'situ health monitoring system', 'fatigue degradation', 'mount piezotransducer element', 'piezoceramic wafer element', 'structural degradation', 'lamb wave', 'fatigue', 'beam test', 'metallic specimen']"
761,962,Optimal control using the transport equation: the Liouville machine,"transport theory describes the scattering behavior of physical particles such as photons. here we show how to connect this theory to optimal control theory and to adaptive behavior of agents embedded in an environment. environments and tasks are defined by physical boundary conditions. given some task, we compute a set of probability densities on continuous state and action and time. from these densities we derive an optimal policy such that for all states the most likely action maximizes the probability of reaching a predefined goal state. liouville's conservation theorem tells us that the conditional density at time t, state s, and action a must equal the density at t + dt, s + ds, a + da. discretization yields a linear system that can be solved directly and whose solution corresponds to an optimal policy. discounted reward schemes are incorporated naturally by taking the laplace transform of the equations. the liouville machine quickly solves rather complex maze problems","['optimal control', 'transport equation', 'liouville machine', 'scattering behavior', 'physical particles', 'adaptive behavior', 'embedded agents']","['P', 'P', 'P', 'P', 'P', 'P', 'R']","['optimal control', 'transport equation', 'liouville machine', 'scatter behavior', 'physical particle', 'adaptive behavior', 'embed agent']","['optimal control theory', 'transport theory describe', 'physical boundary condition', 'optimal policy', 'physical particle', 'discount reward scheme', 'scatter behavior', 'action maximize', 'probability density', 'adaptive behavior']"
762,121,Formula-dependent equivalence for compositional CTL model checking,"we present a polytime computable state equivalence that is defined with respect to a given ctl formula. since it does not attempt to preserve all ctl formulas, like bisimulation does, we can expect to compute coarser equivalences. this equivalence can be used to reduce the complexity of model checking a system of interacting fsm. additionally, we show that in some cases our techniques can detect if a formula passes or fails, without forming the entire product machine. the method is exact and fully automatic, and handles full ctl","['formula-dependent equivalence', 'ctl model checking', 'polytime computable state equivalence', 'ctl formula', 'interacting fsm', 'compositional minimization', 'coarse equivalence', 'complexity reduction', 'automatic method', 'formal design verification', 'computation tree logic']","['P', 'P', 'P', 'P', 'P', 'M', 'M', 'M', 'R', 'U', 'M']","['formula - dependent equivalence', 'ctl model check', 'polytime computable state equivalence', 'ctl formula', 'interact fsm', 'compositional minimization', 'coarse equivalence', 'complexity reduction', 'automatic method', 'formal design verification', 'computation tree logic']","['polytime computable state equivalence', 'compute coarser equivalence', 'give ctl formula', 'ctl formula', 'interact fsm', 'model check', 'entire product machine', 'bisimulation', 'complexity', 'detect']"
763,73,How does attitude impact IT implementation: a study of small business owners,"according to previous studies, attitude towards information technology (it) among small business owners appears to be a key factor in achieving high quality it implementations. in an effort to extend this stream of research, we conducted case studies with small business owners and learned that high quality it implementations resulted with owners who had positive or negative attitudes toward it, but not with owners who had uncertain attitudes. owners with apolar attitude, either positive or negative, all took action to temper the uncertainty and risk surrounding the use of new it in their organization. in contrast, owners with uncertain attitudes did not make mitigating attempts to reduce uncertainty and risk. a consistent finding among those with high quality it implementations was an entrepreneurial, or shared, management style. it is proposed, based on case study data, that small business owners with an uncertain attitude towards it might experience higher quality it results in their organizations through practicing a more entrepreneurial, or shared, management style. the study provides insights for both computer specialists and small business owners planning it implementations","['small business owners', 'negative attitudes', 'uncertain attitude', 'risk', 'organization', 'management style', 'computer specialists', 'planning', 'information technology implementation', 'positive attitudes']","['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'R', 'R']","['small business owner', 'negative attitude', 'uncertain attitude', 'risk', 'organization', 'management style', 'computer specialist', 'plan', 'information technology implementation', 'positive attitude']","['small business owner plan', 'small business owner appear', 'small business owner', 'uncertain attitude', 'uncertain attitude', 'experience high quality', 'management style', 'entrepreneurial', 'information technology', 'achieve high quality']"
764,649,Methods for outlier detection in prediction,"if a prediction sample is different from the calibration samples, it can be considered as an outlier in prediction. in this work, two techniques, the use of uncertainty estimation and the convex hull method are studied to detect such prediction outliers. classical techniques (mahalanobis distance and x-residuals), potential functions and robust techniques are used for comparison. it is concluded that the combination of the convex hull method and uncertainty estimation offers a practical way for detecting outliers in prediction. by adding the potential function method, inliers can also be detected","['outlier detection', 'prediction sample', 'calibration samples', 'uncertainty estimation', 'convex hull method', 'mahalanobis distance', 'x-residuals', 'potential functions', 'robust techniques', 'inliers']","['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P']","['outlier detection', 'prediction sample', 'calibration sample', 'uncertainty estimation', 'convex hull method', 'mahalanobis distance', 'x - residual', 'potential function', 'robust technique', 'inlier']","['detect such prediction outlier', 'detect outlier', 'uncertainty estimation', 'convex hull method', 'outlier', 'inlier', 'calibration sample', 'prediction sample', 'robust technique', 'prediction']"
765,1259,A mechanism for inferring approximate solutions under incomplete knowledge based on rule similarity,"this paper proposes an inference method which can obtain an approximate solution even if the knowledge stored in the problem-solving system is incomplete. when a rule needed for solving the problem does not exist, the problem can be solved by using rules similar to the existing rules. in an implementation using the sld procedure, a resolution is executed between a subgoal and a rule if an atom of the subgoal is similar to the consequence atom of the rule. similarities between atoms are calculated using a knowledge base of words with account of the reasoning situation, and the reliability of the derived solution is calculated based on these similarities. if many solutions are obtained, they are grouped into classes of similar solutions and a representative solution is then selected for each class. the proposed method was verified experimentally by solving simple problems","['approximate solution', 'incomplete knowledge', 'rule similarity', 'inference method', 'sld procedure', 'consequence atom', 'reasoning', 'reliability', 'representative solution', 'problem solving', 'subgoal atom', 'word knowledge base', 'common sense knowledge']","['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'R', 'R', 'R', 'M']","['approximate solution', 'incomplete knowledge', 'rule similarity', 'inference method', 'sld procedure', 'consequence atom', 'reason', 'reliability', 'representative solution', 'problem solve', 'subgoal atom', 'word knowledge base', 'common sense knowledge']","['inference method', 'reasoning situation', 'solve system', 'sld procedure', 'knowledge base', 'approximate solution', 'similar solution', 'use rule similar', 'derive solution', 'propose method']"
766,1198,Post-projected Runge-Kutta methods for index-2 differential-algebraic equations,"a new projection technique for runge-kutta methods applied to index-2 differential-algebraic equations is presented in which the numerical approximation is projected only as part of the output process. it is shown that for methods that are strictly stable at infinity, the order of convergence is unaffected compared to standard projected methods. gauss methods, for which this technique is of special interest when some symmetry is to be preserved, are studied in more detail","['post-projected runge-kutta methods', 'index-2 differential-algebraic equations', 'numerical approximation', 'order of convergence', 'projected methods']","['P', 'P', 'P', 'P', 'P']","['post - project runge - kutta method', 'index-2 differential - algebraic equation', 'numerical approximation', 'order of convergence', 'project method']","['kutta method', 'numerical approximation', 'project method', 'gauss method', 'projection technique', 'method', 'algebraic equation', 'differential', 'runge', 'technique']"
767,588,An accurate COG defuzzifier design using Lamarckian co-adaptation of learning and evolution,"this paper proposes a design technique of optimal center of gravity (cog) defuzzifier using the lamarckian co-adaptation of learning and evolution. the proposed cog defuzzifier is specified by various design parameters such as the centers, widths, and modifiers of mfs. the design parameters are adjusted with the lamarckian co-adaptation of learning and evolution, where the learning performs a local search of design parameters in an individual cog defuzzifier, but the evolution performs a global search of design parameters among a population of various cog defuzzifiers. this co-adaptation scheme allows to evolve much faster than the non-learning case and gives a higher possibility of finding an optimal solution due to its wider searching capability. an application to the truck backer-upper control problem of the proposed co-adaptive design method of cog defuzzifier is presented. the approximation ability and control performance are compared with those of the conventionally simplified cog defuzzifier in terms of the fuzzy logic controller's approximation error and the average tracing distance, respectively","['learning', 'evolution', 'local search', 'fuzzy logic controller', 'optimal center of gravity defuzzifier']","['P', 'P', 'P', 'P', 'R']","['learn', 'evolution', 'local search', 'fuzzy logic controller', 'optimal center of gravity defuzzifier']","['adaptive design method', 'propose cog defuzzifier', 'fuzzy logic controller', 'simplify cog defuzzifier', 'optimal center', 'individual cog defuzzifier', 'cog defuzzifier', 'cog defuzzifier', 'truck backer', 'wide search capability']"
768,674,Portal payback,"the benefits of deploying a corporate portal are well-documented: access to applications and content is centralised, so users do not spend hours searching for information; the management of disparate applications is also centralised, and by allowing users to access 'self-service' applications in areas such as human resources and procurement, organisations spend less time on manual processing tasks. but how far can prospective customers rely on the roi figures presented to them by portal technology vendors? in particular, how reliable are the 'roi calculators' these vendors supply on their web sites?","['corporate portal', 'roi calculator', 'web sites', 'return on investment', 'metrics']","['P', 'P', 'P', 'M', 'U']","['corporate portal', 'roi calculator', 'web site', 'return on investment', 'metric']","['portal technology vendor', 'roi calculator', 'roi figure present', 'corporate portal', 'prospective customer rely', 'vendor supply', 'organisation spend less', 'application', 'benefit', 'procurement']"
769,631,A modified Fieller interval for the interval estimation of effective doses for a logistic dose-response curve,"interval estimation of the gamma % effective dose ( mu /sub gamma / say) is often based on the asymptotic variance of the maximum likelihood estimator (delta interval) or fieller's theorem (fieller interval). sitter and wu (1993) compared the delta and fieller intervals for the median effective dose ( mu /sub 50/) assuming a logistic dose-response curve. their results indicated that although fieller intervals are generally superior to delta intervals, they appear to be conservative. here an adjusted form of the fieller interval for mu /sub gamma / termed an adjusted fieller (af) interval is introduced. a comparison of the af interval with the delta and fieller intervals is provided and the properties of these three interval estimation methods are investigated","['modified fieller interval', 'interval estimation', 'effective doses', 'logistic dose-response curve', 'asymptotic variance', 'maximum likelihood estimator', 'delta interval', ""fieller's theorem"", 'median effective dose']","['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P']","['modify fieller interval', 'interval estimation', 'effective dose', 'logistic dose - response curve', 'asymptotic variance', 'maximum likelihood estimator', 'delta interval', ""fieller 's theorem"", 'median effective dose']","['maximum likelihood estimator', 'interval estimation method', 'interval estimation', 'median effective dose', 'fieller interval', 'fieller interval', 'delta interval', 'effective dose', 'delta interval', 'adjust fieller']"
770,1264,Estimation of the vanishing point for automatic driving system using a cross ratio,"this paper proposes a new method to estimate the vanishing point used as the vehicle heading, which is essential in automatic driving systems. the proposed method uses a cross ratio comprised of a ratio of lengths from four collinear points for extracting the edges that shape the vanishing point. then, lines that intersect at one point are fitted to the edges in a hough space. consequently, the vanishing point is estimated robustly even when the lane markings are occluded by other vehicles. in the presence of lane markings, the road boundaries are also estimated at the same time. experimental results from images of a real road scene show the effectiveness of the proposed method","['automatic driving system', 'automatic driving system', 'cross ratio', 'collinear points', 'hough space', 'lane markings', 'real road scene', 'vanishing point estimation', 'automatic driving systems']","['P', 'P', 'P', 'P', 'P', 'P', 'P', 'R', 'P']","['automatic driving system', 'automatic driving system', 'cross ratio', 'collinear point', 'hough space', 'lane marking', 'real road scene', 'vanish point estimation', 'automatic driving system']","['lane marking', 'vanish point', 'real road scene show', 'collinear point', 'vehicle heading', 'road boundary', 'automatic driving system', 'intersect', 'cross ratio comprise', 'line']"
771,1221,An approach to developing computational supports for reciprocal tutoring,"this study presents a novel approach to developing computational supports for reciprocal tutoring. reciprocal tutoring is a collaborative learning activity, where two participants take turns to play the role of a tutor and a tutee. the computational supports include scaffolding tools for the tutor and a computer-simulated virtual participant. the approach, including system architecture, implementations of scaffolding tools for the tutor and of a virtual participant is presented herein. furthermore, a system for reciprocal tutoring is implemented as an example of the approach","['collaborative learning', 'scaffolding tools', 'computer-simulated virtual participant', 'system architecture', 'reciprocal tutoring computational support', 'intelligent tutoring system']","['P', 'P', 'P', 'P', 'R', 'M']","['collaborative learning', 'scaffold tool', 'computer - simulate virtual participant', 'system architecture', 'reciprocal tutoring computational support', 'intelligent tutoring system']","['computational support include scaffold tool', 'reciprocal tutoring', 'collaborative learning activity', 'develop computational support', 'simulate virtual participant', 'tutor', 'scaffold tool', 'virtual participant', 'study present', 'participant']"
772,1299,How much should publishers spend on technology?,"a study confirms that spending on publishing-specific information technology (it) resources is growing much faster than it spending for general business activities, at least among leading publishers in the scientific, technical and medical (stm) market. the survey asked about information technology funding and staffing levels-past, present and future-and also inquired about activities in content management, web delivery, computer support and customer relationship management. the results provide a starting point for measuring information technology growth and budget allocations in this publishing segment","['publishing', 'it spending', 'content management', 'web delivery', 'computer support', 'customer relationship management', 'budget']","['P', 'P', 'P', 'P', 'P', 'P', 'P']","['publish', 'it spend', 'content management', 'web delivery', 'computer support', 'customer relationship management', 'budget']","['measure information technology growth', 'information technology funding', 'specific information technology', 'lead publisher', 'budget allocation', 'content management', 'web delivery', 'publish', 'business activity', 'customer relationship management']"
