,id,title,abstract,keyphrases,prmu,true,preds,scores
10,1291,Taking back control [SCADA system],"most common way to implement a scada system is to go outside. however, in the author's opinion, to truly take control of a scada project, in-house personnel should handle as much of the job as possible. this includes design, equipment specification, installation, and programming. the more of these tasks one does in-house, the more control and ownership one has. to accomplish this, we first evaluated the existing scada system and investigated new technologies to establish a list of features the new system needed to incorporate","['scada', 'supervisory control', 'data acquisition', 'in-house integration', 'compatibility', 'programmable logic controllers']","['P', 'M', 'U', 'M', 'U', 'M']","['scada', 'supervisory control', 'datum acquisition', 'in - house integration', 'compatibility', 'programmable logic controller']","['exist scada system', 'scada system', 'scada project', 'equipment specification', 'house personnel', 'new system need', 'take control', 'investigate new technology', 'control', 'include design', 'programming', 'implement', 'task', 'house', 'feature', 'ownership', 'accomplish', 'list', 'establish', 'job']","[{'existing scada system': 1.0841, 'scada system': 0.9959, 'scada project': 0.8613000000000001, 'equipment specification': 0.5961000000000001, 'house personnel': 0.4616, 'new system needed': 0.38320000000000004, 'take control': 0.3432, 'investigated new technologies': 0.3183, 'control': 0.2949, 'includes design': 0.27749999999999997, 'programming': 0.2569, 'implement': 0.2443, 'tasks': 0.2212, 'house': 0.2182, 'features': 0.1678, 'ownership': 0.1197, 'accomplish': 0.1128, 'list': 0.1096, 'establish': 0.0882, 'job': 0.0873, 'handle': 0.0832, 'installation': 0.0631, 'opinion': 0.0601, 'evaluated': 0.0562, 'more': 0.0533, 'possible': 0.0267, 'common': 0.0158, 'author': 0.0111}]"
11,1229,Dot-Net makes slow progress,"microsoft's windows .net enterprise server release candidate i, which was released at the end of last month, provides an early glimpse of the system that will eventually replace windows 200 advanced server. the software has been improved so that active directory is more flexible and easier to deploy; and security, scalability and management have also been enhanced","['windows .net enterprise server', 'active directory', 'security', 'scalability']","['P', 'P', 'P', 'P']","['window .net enterprise server', 'active directory', 'security', 'scalability']","['enterprise server release candidate', 'advanced server', 'microsoft', 'replace window', 'software', 'active directory', 'last month', 'release', 'deploy', 'improve', 'scalability', 'security', 'system', 'early glimpse', 'management', 'flexible', 'provide', 'easy', 'end']","[{'enterprise server release candidate': 1.0449, 'advanced server': 0.6733, 'microsoft': 0.4677, 'replace windows': 0.4063, 'software': 0.2637, 'active directory': 0.2327, 'last month': 0.211, 'released': 0.2039, 'deploy': 0.1734, 'improved': 0.1673, 'scalability': 0.1548, 'security': 0.1504, 'system': 0.1448, 'early glimpse': 0.13, 'management': 0.128, 'flexible': 0.1239, 'provides': 0.0729, 'easier': 0.0713, 'end': 0.0132}]"
12,639,Distributed servers approach for large-scale secure multicast,"in order to offer backward and forward secrecy for multicast applications (i.e., a new member cannot decrypt the multicast data sent before its joining and a former member cannot decrypt the data sent after its leaving), the data encryption key has to be changed whenever a user joins or leaves the system. such a change has to be made known to all the current users. the bandwidth used for such re-key messaging can be high when the user pool is large. we propose a distributed servers approach to minimize the overall system bandwidth (and complexity) by splitting the user pool into multiple groups each served by a (logical) server. after presenting an analytic model for the system based on a hierarchical key tree, we show that there is an optimal number of servers to achieve minimum system bandwidth. as the underlying user traffic fluctuates, we propose a simple dynamic scheme with low overhead where a physical server adaptively splits and merges its traffic into multiple groups each served by a logical server so as to minimize its total bandwidth. our results show that a distributed servers approach is able to substantially reduce the total bandwidth required as compared with the traditional single-server approach, especially for those applications with a large user pool, short holding time, and relatively low bandwidth of a data stream, as in the internet stock quote applications","['distributed servers', 'large-scale secure multicast', 'forward secrecy', 'multicast applications', 'data encryption key', 're-key messaging', 'system bandwidth', 'hierarchical key tree', 'user traffic', 'short holding time', 'internet stock quote applications', 'backward secrecy', 'system complexity', 'traffic merging', 'dynamic split-and-merge scheme', 'key management']","['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'R', 'R', 'R', 'M', 'M']","['distribute server', 'large - scale secure multicast', 'forward secrecy', 'multicast application', 'datum encryption key', 're - key messaging', 'system bandwidth', 'hierarchical key tree', 'user traffic', 'short holding time', 'internet stock quote application', 'backward secrecy', 'system complexity', 'traffic merging', 'dynamic split - and - merge scheme', 'key management']","['distribute server approach', 'datum encryption key have', 'achieve minimum system bandwidth', 'multicast application', 'multicast datum', 'overall system bandwidth', 'forward secrecy', 'total bandwidth require', 'server approach', 'low bandwidth', 'bandwidth use', 'logical server', 'hierarchical key tree', 'server', 'total bandwidth', 'key messaging', 'server', 'simple dynamic scheme', 'datum stream', 'multiple group']","[{'distributed servers approach': 0.9427999999999999, 'data encryption key has': 0.7353000000000001, 'achieve minimum system bandwidth': 0.6266, 'multicast applications': 0.5899, 'multicast data': 0.5673, 'overall system bandwidth': 0.5114000000000001, 'forward secrecy': 0.4729, 'total bandwidth required': 0.4709, 'server approach': 0.4618, 'low bandwidth': 0.4456, 'bandwidth used': 0.43210000000000004, 'logical server': 0.42719999999999997, 'hierarchical key tree': 0.4183, 'servers': 0.415, 'total bandwidth': 0.4021, 'key messaging': 0.3871, 'server': 0.3505, 'simple dynamic scheme': 0.3443, 'data stream': 0.3278, 'multiple groups': 0.3103, 'decrypt': 0.2864, 'new member': 0.2811, 'user traffic': 0.2745, 'low overhead': 0.2703, 'large user pool': 0.2414, 'user joins': 0.2289, 'traffic': 0.2187, 'former member': 0.2022, 'optimal number': 0.1809, 'served': 0.1763, 'joining': 0.1707, 'user pool': 0.1654, 'complexity': 0.1465, 'current users': 0.1429, 'traditional single': 0.14100000000000001, 'system based': 0.139, 'splitting': 0.1271, 'short holding': 0.1235, 'merges': 0.1229, 'applications': 0.1212, 'offer backward': 0.1201, 'splits': 0.1115, 'system': 0.1066, 'propose': 0.1039, 'change has': 0.0992, 'data': 0.0986, 'presenting': 0.0975, 'minimize': 0.0877, 'reduce': 0.0843, 'known': 0.0814, 'logical': 0.0767, 'large': 0.076, 'leaving': 0.073, 'show': 0.0616, 'order': 0.0583, 'compared': 0.0542, 'leaves': 0.0494, 'changed': 0.0478, 'is': 0.0456, 'high': 0.0407, 'analytic': 0.0338, 'able': 0.0148}]"
13,114,Cooperative three- and four-player quantum games,a cooperative multi-player quantum game played by 3 and 4 players has been studied. a quantum superposed operator is introduced in this work which solves the non-zero sum difficulty in previous treatments. the role of quantum entanglement of the initial state is discussed in detail,"['quantum superposed operator', 'quantum entanglement', 'initial state', 'cooperative three-player quantum games', 'cooperative four-player quantum games', 'nonzero sum difficulty']","['P', 'P', 'P', 'M', 'R', 'M']","['quantum superpose operator', 'quantum entanglement', 'initial state', 'cooperative three - player quantum game', 'cooperative four - player quantum game', 'nonzero sum difficulty']","['player quantum game play', 'quantum entanglement', 'quantum superpose operator', 'sum difficulty', 'initial state', 'player', 'solve', 'non', 'role', 'previous treatment', 'discuss', 'study', 'introduce', 'work']","[{'player quantum game played': 1.2168, 'quantum entanglement': 0.9973000000000001, 'quantum superposed operator': 0.875, 'sum difficulty': 0.4192, 'initial state': 0.2744, 'players': 0.2704, 'solves': 0.187, 'non': 0.148, 'role': 0.1311, 'previous treatments': 0.121, 'discussed': 0.0742, 'studied': 0.0581, 'introduced': 0.0389, 'work': 0.0367}]"
14,957,A Blog in every law firm?,"you don't know today what you'll want to know next year. rather than trying to solve that problem, focus on providing simple tools to users that create valuable content across the firm. individual contributions will be more visible, and you will have a searchable archive of your institutional memory and a simplified process for ensuring everyone is up to speed. whether you embrace weblogs for their individual or institutional benefits, one thing is certain: they will become powerful tools for those who seek ways to more efficiently and intelligently manage information","['law firm', 'institutional memory', 'weblogs', 'web site']","['P', 'P', 'P', 'U']","['law firm', 'institutional memory', 'weblog', 'web site']","['embrace weblog', 'institutional memory', 'institutional benefit', 'create valuable content', 'searchable archive', 'provide simple tool', 'individual contribution', 'become powerful tool', 'know next year', 'ensure', 'user', 'firm', 'know today', 'individual', 'simplify process', 'seek way', 'try', 'want', 'thing', 'speed']","[{'embrace weblogs': 0.7286, 'institutional memory': 0.5114000000000001, 'institutional benefits': 0.4901, 'create valuable content': 0.4872000000000001, 'searchable archive': 0.4666, 'providing simple tools': 0.4615, 'individual contributions': 0.38449999999999995, 'become powerful tools': 0.3787, 'know next year': 0.3617, 'ensuring': 0.2068, 'users': 0.2061, 'firm': 0.1922, 'know today': 0.1509, 'individual': 0.1367, 'simplified process': 0.1136, 'seek ways': 0.1051, 'trying': 0.0601, 'want': 0.0578, 'thing': 0.0547, 'speed': 0.0509, 'problem': 0.0508, 'certain': 0.0461, 'focus': 0.0451, 'visible': 0.0295, 'solve': 0.0202, 'have': 0.0011}]"
15,912,Grey-box model identification via evolutionary computing,"this paper presents an evolutionary grey-box model identification methodology that makes the best use of a priori knowledge on a clear-box model with a global structural representation of the physical system under study, whilst incorporating accurate blackbox models for immeasurable and local nonlinearities of a practical system. the evolutionary technique is applied to building dominant structural identification with local parametric tuning without the need of a differentiable performance index in the presence of noisy data. it is shown that the evolutionary technique provides an excellent fitting performance and is capable of accommodating multiple objectives such as to examine the relationships between model complexity and fitting accuracy during the model building process. validation results show that the proposed method offers robust, uncluttered and accurate models for two practical systems. it is expected that this type of grey-box models will accommodate many practical engineering systems for a better modelling accuracy","['grey-box models', 'system identification', 'evolutionary algorithms', 'genetic evolution', 'multiobjective optimisation', 'hydraulic system', 'nonlinear system']","['P', 'R', 'M', 'U', 'U', 'M', 'R']","['grey - box model', 'system identification', 'evolutionary algorithm', 'genetic evolution', 'multiobjective optimisation', 'hydraulic system', 'nonlinear system']","['box model identification methodology', 'incorporate accurate blackbox model', 'accommodate many practical engineering system', 'model building process', 'model complexity', 'structural identification', 'evolutionary grey', 'box model', 'box model', 'accurate model', 'global structural representation', 'local parametric tuning', 'fitting accuracy', 'fitting performance', 'evolutionary', 'practical system', 'differentiable performance index', 'accommodate multiple objective such', 'physical system', 'local nonlinearitie']","[{'box model identification methodology': 0.7921, 'incorporating accurate blackbox models': 0.6591, 'accommodate many practical engineering systems': 0.46799999999999997, 'model building process': 0.4626, 'model complexity': 0.4601, 'structural identification': 0.44389999999999996, 'evolutionary grey': 0.4317, 'box models': 0.426, 'box model': 0.38780000000000003, 'accurate models': 0.3827, 'global structural representation': 0.34409999999999996, 'local parametric tuning': 0.3332, 'fitting accuracy': 0.3173, 'fitting performance': 0.26680000000000004, 'evolutionary': 0.2478, 'practical systems': 0.2253, 'differentiable performance index': 0.2236, 'accommodating multiple objectives such': 0.21500000000000002, 'physical system': 0.201, 'local nonlinearities': 0.19039999999999999, 'grey': 0.1839, 'practical system': 0.17320000000000002, 'validation': 0.1413, 'noisy data': 0.1368, 'uncluttered': 0.1131, 'proposed method': 0.0708, 'knowledge': 0.0571, 'immeasurable': 0.057, 'type': 0.0494, 'relationships': 0.0489, 'capable': 0.0479, 'clear': 0.0391, 'best': 0.002}]"
16,580,A genetic approach to the optimization of automatic generation control parameters for power systems,"this paper presents a method based on genetic algorithm for the automatic generation control of power systems. the technique is applied to control a system, which includes two areas tied together through a power line. as a consequence of continuous load variation, the frequency of the power system changes with time. in conventional studies, frequency transients are minimized by using integral controllers and thus zero steady-state error is obtained. in this paper, integral controller gains and frequency bias factors are determined by using the genetic algorithm. the results of simulation reveal the application of the genetic algorithm having easy implementation to find the global optimum values of the control parameters","['genetic algorithm', 'power line', 'continuous load variation', 'frequency transients', 'integral controller gains', 'frequency bias factors', 'power systems automatic generation control parameters optimization', 'control design', 'interconnected power networks', 'control simulation']","['P', 'P', 'P', 'P', 'P', 'P', 'R', 'M', 'M', 'R']","['genetic algorithm', 'power line', 'continuous load variation', 'frequency transient', 'integral controller gain', 'frequency bias factor', 'power system automatic generation control parameter optimization', 'control design', 'interconnect power network', 'control simulation']","['automatic generation control', 'genetic algorithm', 'frequency transient', 'integral controller gain', 'integral controller', 'frequency', 'global optimum', 'power line', 'control', 'power system', 'simulation', 'load variation', 'power system', 'determine', 'steady', 'obtain', 'error', 'method base', 'minimize', 'system']","[{'automatic generation control': 0.6208, 'genetic algorithm': 0.4699, 'frequency transients': 0.3308, 'integral controller gains': 0.28450000000000003, 'integral controllers': 0.2233, 'frequency': 0.2108, 'global optimum': 0.19329999999999997, 'power line': 0.1785, 'control': 0.1643, 'power system': 0.119, 'simulation': 0.1123, 'load variation': 0.1101, 'power systems': 0.1009, 'determined': 0.0765, 'steady': 0.058, 'obtained': 0.0516, 'error': 0.0431, 'method based': 0.0402, 'minimized': 0.0352, 'system': 0.024, 'application': 0.0212, 'applied': 0.0178, 'technique': 0.0148, 'areas': 0.0011}]"
17,1190,Buying into the relationship [business software],"choosing the right software to improve business processes can have a huge impact on a company's efficiency and profitability. while it is sometimes hard to get beyond vendor hype about software features and functionality and know what to realistically expect, it is even more difficult to determine if the vendor is the right vendor to partner with. thus picking the right software is important, but companies have to realize that what they are really buying into is a relationship with the vendor","['business software', 'functionality', 'vendor relationship', 'management', 'software evaluation']","['P', 'P', 'R', 'U', 'M']","['business software', 'functionality', 'vendor relationship', 'management', 'software evaluation']","['software feature', 'improve business process', 'right software', 'right vendor', 'vendor hype', 'vendor', 'company have', 'partner', 'company', 'choose', 'functionality', 'profitability', 'efficiency', 'buy', 'relationship', 'pick', 'impact', 'determine', 'important', 'get']","[{'software features': 0.7872999999999999, 'improve business processes': 0.7436, 'right software': 0.6127, 'right vendor': 0.5781000000000001, 'vendor hype': 0.5307999999999999, 'vendor': 0.4718, 'companies have': 0.3468, 'partner': 0.3097, 'company': 0.2871, 'choosing': 0.2804, 'functionality': 0.2576, 'profitability': 0.2543, 'efficiency': 0.2447, 'buying': 0.1911, 'relationship': 0.1883, 'picking': 0.1563, 'impact': 0.1419, 'determine': 0.134, 'important': 0.1174, 'get': 0.066, 'expect': 0.0517, 'realize': 0.0515, 'know': 0.0506, 'difficult': 0.0437, 'have': 0.0174}]"
18,1214,Multi-agent collaboration for B2B workflow monitoring,"business-to-business (b2b) application environments are exceedingly dynamic and competitive. this dynamism is manifested in the form of changing process requirements and time constraints. however, current workflow management technologies have difficulties trying to solve problems, such as: how to deal with the dynamic nature of b2b commerce processes, how to manage the distributed knowledge and recourses, and how to reduce the transaction risk. in this paper, a collaborative multi-agent system is proposed. multiple intelligent agents in our system can work together not only to identify the workflow problems, but also to solve such problems, by applying business rules, such as re-organizing the procurement and the transaction processes, and making necessary workflow process changes","['multi-agent collaboration', 'b2b workflow monitoring', 'changing process requirements', 'time constraints', 'workflow management', 'transaction risk', 'business rules', 'internet', 'business-to-business applications', 'electronic commerce']","['P', 'P', 'P', 'P', 'P', 'P', 'P', 'U', 'R', 'M']","['multi - agent collaboration', 'b2b workflow monitor', 'change process requirement', 'time constraint', 'workflow management', 'transaction risk', 'business rule', 'internet', 'business - to - business application', 'electronic commerce']","['workflow management technology', 'b2b commerce process', 'multiple intelligent agent', 'workflow problem', 'transaction process', 'collaborative multi', 'business rule', 'change process requirement', 'distribute knowledge', 'application environment', 'business', 'procurement', 'transaction', 'manage', 'b2b', 'dynamic', 'time constraint', 'propose', 'recourse', 'dynamism']","[{'workflow management technologies': 0.9204, 'b2b commerce processes': 0.8089000000000001, 'multiple intelligent agents': 0.5862, 'workflow problems': 0.5633999999999999, 'transaction processes': 0.4937, 'collaborative multi': 0.45030000000000003, 'business rules': 0.4147, 'changing process requirements': 0.38830000000000003, 'distributed knowledge': 0.3618, 'application environments': 0.3276, 'business': 0.2959, 'procurement': 0.2825, 'transaction': 0.2549, 'manage': 0.2299, 'b2b': 0.2265, 'dynamic': 0.1755, 'time constraints': 0.1731, 'proposed': 0.1581, 'recourses': 0.1566, 'dynamism': 0.1275, 'solve such problems': 0.1268, 'system': 0.1128, 'solve problems': 0.0909, 'competitive': 0.0866, 'work': 0.0861, 'form': 0.0813, 'identify': 0.0522, 'manifested': 0.0463, 'deal': 0.0365, 'such': 0.0359, 'paper': 0.0356, 'reduce': 0.0349, 're': 0.0291}]"
19,1251,A synergic analysis for Web-based enterprise resources planning systems,"as the central nervous system for managing an organization's mission and critical business data, enterprise resource planning (erp) system has evolved to become the backbone of e-business implementation. since an erp system is multimodule application software that helps a company manage its important business functions, it should be versatile enough to automate every aspect of business processes, including e-business","['synergic analysis', 'web-based enterprise resources planning', 'enterprise resource planning', 'erp', 'e-business', 'customer relationship management']","['P', 'P', 'P', 'P', 'P', 'M']","['synergic analysis', 'web - base enterprise resource plan', 'enterprise resource planning', 'erp', 'e - business', 'customer relationship management']","['enterprise resource planning', 'erp system', 'multimodule application software', 'business process', 'business implementation', 'business datum', 'important business function', 'company manage', 'automate', 'manage', 'nervous system', 'organization', 'system', 'evolve', 'versatile', 'aspect', 'mission', 'backbone', 'become']","[{'enterprise resource planning': 1.005, 'erp system': 0.6751, 'multimodule application software': 0.6689, 'business processes': 0.6526000000000001, 'business implementation': 0.5569, 'business data': 0.4895, 'important business functions': 0.4814, 'company manage': 0.4354, 'automate': 0.352, 'managing': 0.2935, 'nervous system': 0.2828, 'organization': 0.2495, 'system': 0.2329, 'evolved': 0.1256, 'versatile': 0.1074, 'aspect': 0.0921, 'mission': 0.0342, 'backbone': 0.0099, 'become': 0.0047}]"
